num_http,num_get,num_post,num_request_to_malware,other_format_inbetween,fake_format,exe_referer,exe_post,url_entropy,path_num,path_length,path_entropy,param_num,param_length,param_entropy,exe_entropy,exe_functions,exe_virustotal,dns_entropy,dns_availability,dns_email_entropy,dns_alexa,dns_blacklist,dns_tld,results
185,181,4,185,0,0,1,0,0.622520398817,7,7.42857142857,0.18183953687,2,13.2857142857,0.154195089808,7.99897284228,5,0,0.467619158927,0,0.487198366009,1,0,1,1
145,144,1,145,0,0,1,0,0.618548158376,7,6.57142857143,0.194810141829,2,12.4285714286,0.148833125271,7.97686868069,5,0,0.441896795832,0,0.487198366009,1,0,1,1
26,21,3,26,0,0,1,0,0.59987925117,6,14.1666666667,0.221922695579,0,0.0,0.0,7.92547990743,3,0,0.446010544843,1,0,1,0,1,1
26,20,4,26,0,0,1,0,0.563630770086,6,11.6666666667,0.206673529709,0,0.0,0.0,7.97314525603,5,0,0.446010544843,1,0,1,0,1,1
27,21,4,27,0,0,1,0,0.590678550965,6,12.5,0.211141015789,0,0.0,0.0,7.99926147515,3,0,0.446010544843,1,0,1,0,1,1
1,1,0,1,0,0,0,0,0.530700355734,6,8.33333333333,0.278960429014,0,0.0,0.0,7.59070298686,7,0,0.364252037733,0,0.469158719348,1,0,1,1
190,152,38,190,0,0,1,0,0.64578661891,4,13.75,0.292561573888,0,0.0,0.0,7.02135505668,9,0,0.431852795396,0,0.55871778335,1,0,1,1
27,21,4,27,0,0,1,0,0.59137873716,6,11.6666666667,0.203580371182,0,0.0,0.0,7.34783422775,7,0,0.446010544843,1,0,1,0,1,1
111,101,10,111,0,0,1,0,0.614526263879,4,13.75,0.289654597144,0,0.0,0.0,7.97629108215,6,0,0.431852795396,0,0.55871778335,1,0,1,1
1,1,0,1,0,0,0,0,0.480050304629,2,13.5,0.379489417028,0,0.0,0.0,7.9936917312,6,0,0.476260135989,0,0.529205007072,1,0,1,1
137,136,1,137,0,0,1,0,0.582548526978,7,4.42857142857,0.184372549905,2,10.2857142857,0.13970087028,7.99632434112,6,0,0.441896795832,0,0.487198366009,1,0,1,1
172,167,5,172,0,0,1,0,0.62018206788,7,6.71428571429,0.197379213718,2,12.5714285714,0.150058625984,7.98091384608,3,0,0.441896795832,0,0.487198366009,1,0,1,1
1,1,0,1,0,0,0,0,0.472302945783,2,12.5,0.365241016486,0,0.0,0.0,7.8651703113,2,1,0.461212940196,0,0.442110836754,0,0,1,1
108,98,10,108,0,0,1,0,0.621962228179,4,13.75,0.291300427613,0,0.0,0.0,7.99906863961,6,0,0.431852795396,0,0.55871778335,1,0,1,1
198,184,14,198,0,0,1,0,0.622682606162,7,5.0,0.191526439384,2,10.8571428571,0.145524623821,7.99772267114,7,0,0.467619158927,0,0.487198366009,1,0,1,1
1,1,0,1,0,0,0,0,0.485255639498,2,10.5,0.355632280051,0,0.0,0.0,6.5660503445,11,0,0.404862640764,0,0,1,0,1,1
25,20,3,25,0,0,1,0,0.559263957478,6,11.6666666667,0.209901426941,0,0.0,0.0,7.97528055774,5,0,0.446010544843,1,0,1,0,1,1
158,157,1,158,0,0,1,0,0.616908012338,7,7.85714285714,0.185463512704,2,13.7142857143,0.156488965573,7.92547990743,3,0,0.441896795832,0,0.487198366009,1,0,1,1
118,106,12,118,0,0,1,0,0.650584633158,4,13.75,0.295660892729,0,0.0,0.0,7.94189713775,4,1,0.431852795396,0,0.55871778335,1,0,1,1
176,171,5,176,0,0,1,0,0.60535526805,7,6.28571428571,0.175504242211,2,12.1428571429,0.148631108767,7.99954562975,5,0,0.441896795832,0,0.487198366009,1,0,1,1
162,160,2,162,0,0,1,0,0.583951702226,7,4.0,0.175809838102,2,9.85714285714,0.135755347826,7.99866878118,6,1,0.467619158927,0,0.487198366009,1,0,1,1
160,158,2,160,0,0,1,0,0.622037849981,7,5.85714285714,0.19348147366,2,11.7142857143,0.148934895293,7.99818683166,5,3,0.441896795832,0,0.487198366009,1,0,1,1
26,21,3,26,0,0,1,0,0.577057359654,6,9.83333333333,0.200038297192,0,0.0,0.0,7.99778074045,6,0,0.446010544843,1,0,1,0,1,1
1,1,0,1,0,0,0,0,0.467030432903,2,14.0,0.363686498958,0,0.0,0.0,7.90044379805,6,0,0.390241016486,0,0,1,0,1,1
70,69,1,70,0,0,1,0,0.633074754504,4,13.75,0.292205305829,0,0.0,0.0,7.99116704053,5,4,0.431852795396,0,0.55871778335,1,0,1,1
122,120,2,122,0,0,1,0,0.643148668857,4,13.75,0.292205305829,0,0.0,0.0,7.98915572664,2,0,0.431852795396,0,0.55871778335,1,0,1,1
25,20,3,25,0,0,1,0,0.562228581818,6,9.66666666667,0.191409614166,0,0.0,0.0,7.9998021555,5,1,0.446010544843,1,0,1,0,1,1
252,226,26,252,0,0,1,0,0.631404780086,7,8.57142857143,0.205379962841,2,14.4285714286,0.154657134828,7.66247540176,4,0,0.441896795832,0,0.487198366009,1,0,1,1
161,158,3,161,0,0,1,0,0.59878463014,7,5.0,0.1895423124,2,10.8571428571,0.144471537562,7.92127117968,4,1,0.467619158927,0,0.487198366009,1,0,1,1
1,1,0,1,0,0,0,0,0.527713954024,6,7.66666666667,0.282377266731,0,0.0,0.0,7.59069260517,7,0,0.364252037733,0,0.469158719348,1,0,1,1
