"Num_of_http_request","Num of get request","Num of post request","Num requests between first html response and malware response","if_there_other_format_between_exe_html","if exist fake_format(Pretending action)","if exist refer_header_for_malware_request","entropy_of_downloadmalware_url","request_parameters","request_parameters_length","Get or Post request","Have_exe_file","entropy_of_exe_file","suspicious functions","vt positive results","availability","DN entropy","result"
"216","108","0","0","1","1","0","0","0","0","0","1","5.972676156","2","51","-1","-1","0"
"288","144","0","23","1","1","0","0.736031821","2","241","0","1","6.278872699","0","53","0","0.456719596","0"
"320","160","0","13","1","1","0","0.735139032","2","240","0","1","5.209538344","0","52","0","0.468541066","0"
"392","196","0","29","1","1","0","0.486131178","1","4","0","1","7.642841755","0","53","0","0.465775586","0"
"48","24","0","0","1","1","0","0","0","0","0","1","-1","-1","42","-1","-1","0"
"104","52","0","0","1","1","0","0","0","0","0","1","-1","-1","42","-1","-1","0"
"144","72","0","0","1","1","0","0","0","0","0","1","-1","-1","54","-1","-1","0"
"184","92","0","0","1","1","0","0","0","0","0","1","-1","-1","54","-1","-1","0"
"48","24","0","0","1","1","0","0","0","0","0","1","5.910609881","9","43","-1","-1","0"
"40","20","0","0","1","1","0","0","0","0","0","1","5.970993137","9","48","-1","-1","0"
"80","40","0","0","1","1","0","0","0","0","0","1","5.970993137","9","48","-1","-1","0"
"240","116","4","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"232","116","0","63","1","0","0","0.734779502","2","242","0","1","7.796014999","5","49","1","0.460522969","0"
"472","236","0","65","1","0","0","0.732614665","2","240","0","1","5.540075256","4","53","0","0.435585526","0"
"384","64","128","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","27","1","1","0","0.579814296","1","38","0","1","5.430149529","4","48","0","0.440241016","0"
"120","60","0","27","1","1","0","0.576183781","1","52","0","1","5.430149529","4","48","0","0.453125","0"
"160","80","0","27","1","1","0","0.576183781","1","52","0","1","5.976874257","5","48","0","0.453125","0"
"200","100","0","27","1","1","0","0.576183781","1","52","0","1","5.976874257","5","48","0","0.453125","0"
"240","120","0","17","1","1","0","0.738690542","2","242","0","1","7.263979309","0","49","1","0.477741016","0"
"72","36","0","29","1","0","0","0.576310055","1","46","0","1","7.026394647","5","51","0","0.489515882","0"
"152","60","16","37","1","0","0","0.580192678","1","27","0","1","7.487526859","1","48","0","0.456719596","0"
"184","76","16","13","1","0","0","0.737433064","2","240","0","1","7.026394647","5","51","0","0.467030433","0"
"224","96","16","15","1","0","0","0.734542992","2","240","0","1","7.709524575","3","40","0","0.480513301","0"
"80","24","16","37","1","1","0","0.586344981","1","38","0","1","7.487526859","1","51","0","0.479573965","0"
"136","52","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"192","80","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"256","112","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"296","132","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"328","148","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"368","168","16","37","1","1","0","0.586344981","1","38","0","1","5.937405743","1","45","0","0.479573965","0"
"432","200","16","27","1","1","0","0.560156767","1","23","0","1","5.150199414","3","20","0","0.447077199","0"
"488","228","16","25","1","1","0","0.581540238","1","73","0","1","6.675137799","10","50","0","0.431852795","0"
"16","8","0","0","1","1","0","0","0","0","0","1","7.930222789","4","42","-1","-1","0"
"48","24","0","0","1","1","0","0","0","0","0","1","7.930222789","4","42","-1","-1","0"
"72","36","0","0","1","1","0","0","0","0","0","1","7.930222789","4","42","-1","-1","0"
"248","124","0","77","1","0","0","0.482708738","1","33","0","1","6.861588216","4","52","1","0.35692357","0"
"40","20","0","0","1","1","0","0","0","0","0","1","6.598403752","1","41","-1","-1","0"
"56","28","0","0","1","1","0","0","0","0","0","1","7.216379103","4","36","-1","-1","0"
"120","52","8","29","1","1","0","0.567083795","1","17","0","1","6.999425988","2","53","0","0.453125","0"
"168","76","8","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","36","0","0.453125","0"
"208","96","8","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","36","0","0.453125","0"
"248","116","8","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"288","136","8","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1208","596","8","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1240","600","20","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1280","604","36","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1336","624","44","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1352","632","44","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"1376","644","44","29","1","1","0","0.567083795","1","17","0","1","7.216379103","4","53","0","0.453125","0"
"56","28","0","0","1","1","0","0","0","0","0","1","5.906458108","5","38","-1","-1","0"
"88","44","0","15","1","1","0","0.579243902","1","35","0","1","7.115764774","5","48","0","0.474386074","0"
"128","64","0","15","1","1","0","0.579243902","1","35","0","1","5.906458108","5","38","0","0.474386074","0"
"168","84","0","15","1","1","0","0.579243902","1","35","0","1","5.906458108","5","38","0","0.474386074","0"
"208","104","0","17","1","1","0","0.719801488","2","237","0","1","7.450795457","5","49","0","0.428326171","0"
"40","20","0","0","1","1","0","0","0","0","0","1","5.914683489","5","41","-1","-1","0"
"288","144","0","77","1","1","0","0.494373358","1","33","0","1","7.281372083","5","49","0","0.3123662","0"
"328","164","0","15","1","1","0","0.560338732","1","47","0","1","6.872477978","5","50","0","0.49738722","0"
"40","4","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","8","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"120","12","48","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"160","16","64","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"40","20","0","0","1","1","0","0","0","0","0","1","5.923826289","5","38","-1","-1","0"
"96","48","0","0","1","1","0","0","0","0","0","1","5.923826289","5","38","-1","-1","0"
"152","68","8","25","1","1","0","0.567230605","1","20","0","1","6.837940769","1","51","0","0.453125","0"
"208","88","16","25","1","1","0","0.546694665","1","14","0","1","6.837940769","1","51","0","0.453125","0"
"248","108","16","25","1","1","0","0.546694665","1","14","0","1","5.923826289","5","47","0","0.453125","0"
"288","128","16","25","1","1","0","0.546694665","1","14","0","1","5.923826289","5","47","0","0.453125","0"
"72","20","16","33","1","0","0","0.573934492","1","51","0","1","7.483353559","3","51","0","0.469158719","0"
"144","40","32","33","1","0","0","0.508157529","1","14","0","1","7.483353559","3","51","0","0.443304922","0"
"216","60","48","33","1","0","0","0.57327292","1","24","0","1","7.483353559","3","51","0","0.477883508","0"
"288","80","64","33","1","0","0","0.575744421","1","63","0","1","7.483353559","3","51","0","0.460442801","0"
"344","100","72","25","1","0","0","0.579710415","1","33","0","1","6.85176342","2","52","0","0.4375","0"
"48","24","0","23","1","1","0","0.536347243","1","20","0","1","7.01314737","4","45","0","0.477883508","0"
"88","44","0","23","1","1","0","0.536347243","1","20","0","1","6.990005552","2","44","0","0.477883508","0"
"72","28","8","31","1","1","0","0.562674729","1","27","0","1","7.579194786","0","52","0","0.452043561","0"
"112","48","8","31","1","1","0","0.562674729","1","27","0","1","7.923782169","3","48","0","0.452043561","0"
"80","24","16","37","1","1","0","0.573509335","1","74","0","1","6.926632022","1","49","0","0.49738722","0"
"136","52","16","37","1","1","0","0.573509335","1","74","0","1","7.920041797","4","50","0","0.49738722","0"
"40","20","0","0","1","1","0","0","0","0","0","1","5.851933338","5","53","-1","-1","0"
"104","52","0","29","1","1","0","0.584384738","1","26","0","1","7.632049383","7","46","0","0.491517245","0"
"160","72","8","27","1","1","0","0.564885987","1","26","0","1","7.388810021","0","50","0","0.491517245","0"
"200","92","8","27","1","1","0","0.564885987","1","26","0","1","5.851933338","5","52","0","0.491517245","0"
"56","28","0","25","1","1","0","0.583222042","1","51","0","1","6.990139597","0","47","0","0.478359351","0"
"96","48","0","19","1","1","0","0.573024616","1","45","0","1","6.990139597","0","51","0","0.431602441","0"
"152","68","8","27","1","1","0","0.557851866","1","20","0","1","6.990139597","0","51","0","0.452741016","0"
"192","88","8","27","1","1","0","0.557851866","1","20","0","1","5.908667453","5","52","0","0.452741016","0"
"232","108","8","27","1","1","0","0.557851866","1","20","0","1","5.908667453","5","52","0","0.452741016","0"
"32","0","16","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","0","32","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"96","0","48","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"128","0","64","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"160","0","80","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"192","0","96","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"224","0","112","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"256","0","128","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"288","0","144","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","20","16","33","1","1","0","0.560214331","1","22","0","1","6.902745586","1","49","0","0.462230735","0"
"152","44","32","37","1","1","0","0.561461118","1","64","0","1","6.902745586","1","48","0","0.469305234","0"
"192","64","32","37","1","1","0","0.561461118","1","64","0","1","7.920553782","4","50","0","0.469305234","0"
"296","148","0","0","1","1","0","0","0","0","0","1","7.285607117","3","50","-1","-1","0"
"352","176","0","0","1","1","0","0","0","0","0","1","7.285607117","3","50","-1","-1","0"
"456","228","0","43","1","1","0","0.499508662","1","33","0","1","6.672448097","6","53","0","0.351884043","0"
"496","248","0","43","1","1","0","0.499508662","1","33","0","1","7.285607117","3","50","0","0.351884043","0"
"536","268","0","43","1","1","0","0.499508662","1","33","0","1","7.285607117","3","50","0","0.351884043","0"
"48","24","0","0","1","1","0","0","0","0","0","1","6.641762744","3","40","-1","-1","0"
"96","48","0","0","1","1","0","0","0","0","0","1","6.641762744","3","40","-1","-1","0"
"64","20","12","29","1","0","0","0.563148113","1","27","0","1","6.945885019","0","55","0","0.47399057","0"
"136","40","28","33","1","0","0","0.584823847","1","65","0","1","6.945885019","0","55","0","0.513822166","0"
"208","60","44","33","1","0","0","0.569506334","1","23","0","1","6.928564911","1","53","0","0.501016487","0"
"280","80","60","33","1","0","0","0.595296442","1","32","0","1","6.928564911","1","53","0","0.506707595","0"
"40","20","0","0","1","1","0","0","0","0","0","1","7.192168792","2","51","-1","-1","0"
"80","40","0","0","1","1","0","0","0","0","0","1","7.192168792","2","51","-1","-1","0"
"120","60","0","0","1","1","0","0","0","0","0","1","7.192168792","2","51","-1","-1","0"
"56","28","0","0","1","1","0","0","0","0","0","1","6.591089934","3","48","-1","-1","0"
"112","56","0","0","1","1","0","0","0","0","0","1","6.591089934","3","47","-1","-1","0"
"168","84","0","0","1","1","0","0","0","0","0","1","6.591089934","3","47","-1","-1","0"
"224","112","0","0","1","1","0","0","0","0","0","1","6.591089934","3","47","-1","-1","0"
"312","156","0","39","1","1","0","0.467241534","1","33","0","1","6.250047042","8","55","0","0.359142573","0"
"392","196","0","37","1","1","0","0.468573666","1","33","0","1","6.250047042","8","55","1","0.359142573","0"
"48","24","0","0","1","1","0","0","0","0","0","1","6.399575549","5","49","-1","-1","0"
"64","32","0","0","1","1","0","0","0","0","0","1","6.517238604","5","50","-1","-1","0"
"120","60","0","0","1","1","0","0","0","0","0","1","6.517238604","5","50","-1","-1","0"
"224","112","0","43","1","1","0","0.497527531","1","33","0","1","6.98805417","3","53","1","0.359142573","0"
"56","12","16","0","1","0","0","0.568304922","1","20","0","1","7.191895999","8","55","0","0.448022969","0"
"80","40","0","35","1","0","0","0.492635495","1","33","0","1","6.822637239","2","51","1","0.339911804","0"
"56","28","0","0","1","1","0","0","0","0","0","1","5.510733371","2","48","-1","-1","0"
"0","0","0","0","1","1","0","0","0","0","0","1","7.086963383","1","53","-1","-1","0"
"240","120","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"112","24","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"424","212","0","0","1","1","0","0.447250132","1","16","0","1","6.58170012","7","1","0","0.332653274","0"
"464","232","0","0","1","1","0","0.447250132","1","16","0","1","5.820021239","0","0","0","0.332653274","0"
"504","252","0","0","1","1","0","0.447250132","1","16","0","1","5.820021239","0","0","0","0.332653274","0"
"536","268","0","15","1","1","0","0.731343851","2","240","0","1","7.615553956","4","50","0","0.440205084","0"
"240","120","0","0","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"304","152","0","23","1","1","0","0.73387102","2","231","0","1","7.724660764","0","48","0","0.455311209","0"
"360","180","0","23","1","1","0","0.73387102","2","231","0","1","5.820021239","0","0","0","0.455311209","0"
"88","28","16","39","1","1","0","0.555425132","1","53","0","1","7.121068305","1","51","0","0.466519868","0"
"328","148","16","39","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"376","172","16","19","1","1","0","0.732072009","2","230","0","1","7.783204503","3","53","0","0.48192357","0"
"416","192","16","19","1","1","0","0.732072009","2","230","0","1","5.820021239","0","0","0","0.48192357","0"
"72","32","4","29","1","0","0","0.729219566","2","230","0","1","6.877403012","6","46","0","0.485855276","0"
"1320","660","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"216","108","0","0","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"264","132","0","19","1","1","0","0.727229473","2","230","0","1","7.723356091","1","47","0","0.485855276","0"
"240","120","0","0","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"296","148","0","0","1","1","0","0.467218154","1","19","0","1","5.820021239","0","0","0","0.344179299","0"
"336","168","0","0","1","1","0","0.467218154","1","19","0","1","5.820021239","0","0","0","0.344179299","0"
"48","24","0","19","1","1","0","0.728133606","2","231","0","1","6.89474859","6","48","0","0.409701686","0"
"88","44","0","19","1","1","0","0.728133606","2","231","0","1","6.045975032","8","48","0","0.409701686","0"
"216","108","0","0","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","28","8","29","1","0","0","0.736414415","2","240","0","1","7.069186919","5","50","0","0.467446539","0"
"144","56","16","29","1","0","0","0.736414415","2","240","0","1","7.069186919","5","56","0","0.467446539","0"
"216","84","24","29","1","0","0","0.736414415","2","240","0","1","7.069186919","5","56","0","0.467446539","0"
"288","112","32","29","1","0","0","0.736414415","2","240","0","1","7.069186919","5","56","0","0.467446539","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","24","16","37","1","1","0","0.568556599","1","88","0","1","7.065905963","1","53","0","0.458925681","0"
"128","48","16","19","1","1","0","0.732675955","2","231","0","1","7.865676757","0","50","0","0.409701686","0"
"160","48","32","19","1","1","0","0.732675955","2","231","0","1","6.069755459","8","51","0","0.409701686","0"
"200","68","32","19","1","1","0","0.732675955","2","231","0","1","6.069755459","8","51","0","0.409701686","0"
"232","84","32","15","1","1","0","0.732158389","2","230","0","1","6.385063951","5","47","0","0.427286982","0"
"264","100","32","13","1","1","0","0.724397102","2","228","0","1","6.385063951","5","47","0","0.440205084","0"
"56","28","0","0","1","1","0","0","0","0","0","1","5.481043489","2","47","-1","-1","0"
"128","56","8","29","1","1","0","0.734591645","2","241","0","1","7.049449156","3","48","0","0.489945427","0"
"216","100","8","37","1","1","0","0.730056482","2","228","0","1","6.73646383","2","50","0","0.432665023","0"
"48","24","0","19","1","1","0","0.73094676","2","231","0","1","6.696513672","8","46","0","0.432428963","0"
"88","44","0","19","1","1","0","0.73094676","2","231","0","1","5.719625719","1","53","0","0.432428963","0"
"48","24","0","19","1","1","0","0.729189067","2","230","0","1","7.649237325","3","53","0","0.448120316","0"
"88","44","0","19","1","1","0","0.729189067","2","230","0","1","6.037175779","8","41","0","0.448120316","0"
"64","12","20","0","1","1","0","0","0","0","0","1","6.074187486","8","47","-1","-1","0"
"104","32","20","0","1","1","0","0","0","0","0","1","6.074187486","8","47","-1","-1","0"
"40","20","0","0","1","1","0","0","0","0","0","1","7.256385037","1","47","-1","-1","0"
"80","40","0","0","1","1","0","0","0","0","0","1","7.256385037","1","51","-1","-1","0"
"40","20","0","0","1","1","0","0","0","0","0","1","6.151219679","8","49","-1","-1","0"
"48","24","0","19","1","1","0","0.731739576","2","228","0","1","6.55449614","6","50","0","0.440205084","0"
"104","52","0","19","1","1","0","0.731739576","2","228","0","1","7.94855069","0","47","0","0.440205084","0"
"40","20","0","0","1","1","0","0","0","0","0","1","6.159037326","8","50","-1","-1","0"
"248","124","0","117","1","1","0","0.73069281","2","230","0","1","6.555786924","5","47","0","0.427286982","0"
"320","148","12","117","1","1","0","0.73069281","2","230","0","1","6.183347254","8","49","0","0.427286982","0"
"392","172","24","117","1","1","0","0.73069281","2","230","0","1","6.183347254","8","49","0","0.427286982","0"
"432","176","40","117","1","1","0","0.73069281","2","230","0","1","6.183347254","8","49","0","0.427286982","0"
"472","196","40","117","1","1","0","0.73069281","2","230","0","1","6.183347254","8","49","0","0.427286982","0"
"512","216","40","117","1","1","0","0.73069281","2","230","0","1","6.183347254","8","49","0","0.427286982","0"
"48","24","0","19","1","0","0","0.735479393","2","230","0","1","6.868474073","5","50","0","0.490241016","0"
"96","48","0","19","1","0","0","0.735479393","2","230","0","1","6.868474073","5","50","0","0.490241016","0"
"112","48","8","19","1","0","0","0.735479393","2","230","0","1","6.868474073","5","50","0","0.490241016","0"
"48","24","0","21","1","0","0","0.730461326","2","229","0","1","-1","-1","49","0","0.431852795","0"
"104","52","0","19","1","0","0","0.727968664","1","224","0","1","6.235272387","2","50","0","0.479741436","0"
"136","68","0","19","1","0","0","0.727968664","1","224","0","1","6.235272387","2","50","0","0.479741436","0"
"160","80","0","19","1","0","0","0.727968664","1","224","0","1","6.235272387","2","50","0","0.479741436","0"
"64","28","4","29","1","1","0","0.733021441","2","229","0","1","6.072624664","1","53","0","0.466815204","0"
"616","304","4","205","1","1","0","0.73626367","2","229","0","1","6.533303426","0","49","0","0.452109322","0"
"32","16","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"144","56","16","27","1","0","0","0.73129587","2","228","0","1","7.018693709","8","51","0","0.465685076","0"
"224","88","24","27","1","0","0","0.735008441","2","236","0","1","6.783469469","2","48","0","0.423850685","0"
"760","328","52","141","1","0","0","0.579909929","1","27","0","1","6.471417078","1","53","0","0.477741016","0"
"792","344","52","141","1","0","0","0.579909929","1","27","0","1","6.471417078","1","53","0","0.477741016","0"
"832","364","52","141","1","0","0","0.727297664","1","224","0","1","6.245525475","2","54","1","0.495627282","0"
"72","28","8","33","1","0","0","0.736066175","2","241","0","1","6.855717049","5","51","0","0.449308215","0"
"32","16","0","13","1","1","0","0.724307765","1","224","0","1","6.230408975","2","49","0","0.465241016","0"
"144","24","48","13","1","1","0","0.724307765","1","224","0","1","6.17902573","0","46","0","0.465241016","0"
"208","104","0","0","1","1","0","0.467218154","1","19","0","1","6.58170012","7","0","0","0.344179299","0"
"280","132","8","31","1","1","0","0.73902149","2","243","0","1","6.839597771","3","20","0","0.461937629","0"
"368","176","8","37","1","1","0","0.726511317","2","231","0","1","7.155889802","7","52","0","0.478359351","0"
"40","4","16","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","8","32","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"120","12","48","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"160","16","64","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"160","16","64","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"208","28","76","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"248","32","92","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"312","48","108","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"360","56","124","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"384","68","124","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"408","80","124","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"432","92","124","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"456","104","124","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","24","16","35","1","0","0","0.556845786","1","22","0","1","6.73078175","1","54","0","0.473117739","0"
"112","40","16","11","1","0","0","0.729841921","1","224","0","1","6.598465224","2","51","0","0.490633818","0"
"32","16","0","11","1","0","0","0.73387592","1","224","0","1","7.117692007","2","51","0","0.472876762","0"
"64","32","0","11","1","0","0","0.727658521","1","224","0","1","7.117692007","2","51","0","0.472876762","0"
"96","48","0","11","1","0","0","0.727658521","1","224","0","1","7.117692007","2","51","0","0.472876762","0"
"40","4","16","0","1","1","0","0","0","0","0","1","7.417647366","13","44","-1","-1","0"
"280","8","132","0","1","1","0","0","0","0","0","1","7.417647366","13","44","-1","-1","0"
"376","32","156","41","1","1","0","0.558655818","1","62","0","1","6.663609574","2","52","0","0.485022501","0"
"424","56","156","23","1","1","0","0.732387783","2","228","0","1","6.736601791","4","54","0","0.440205084","0"
"456","72","156","13","1","1","0","0.725229239","1","224","0","1","6.266295159","2","52","0","0.461185623","0"
"80","24","16","23","1","0","0","0.729241055","1","224","0","1","6.667053401","2","51","0","0.488670993","0"
"48","24","0","21","1","0","0","0.725760095","1","224","0","1","6.663158081","2","54","0","0.457941598","0"
"104","52","0","25","1","0","0","0.732809015","2","228","0","1","7.799842778","6","49","0","0.465685076","0"
"176","80","8","31","1","0","0","0.730585189","2","240","0","1","6.723719052","6","50","0","0.437942377","0"
"248","108","16","29","1","0","0","0.73662886","2","240","0","1","6.723719052","6","50","0","0.437942377","0"
"320","140","20","31","1","0","0","0.731467972","2","228","0","1","7.320432278","7","43","0","0.465685076","0"
"352","156","20","11","1","0","0","0.728166954","1","224","0","1","6.245013808","2","50","0","0.487258571","0"
"72","28","8","31","1","0","0","0.740497502","2","240","0","1","6.749973848","5","50","0","0.437942377","0"
"128","56","8","21","1","0","0","0.731573056","2","228","0","1","7.786993485","5","46","0","0.479573965","0"
"176","80","8","19","1","0","0","0.735467025","2","229","0","1","7.19138307","2","51","0","0.452109322","0"
"224","104","8","19","1","0","0","0.730420918","2","228","0","1","6.379725611","2","49","0","0.465685076","0"
"264","124","8","15","1","0","0","0.733363892","2","228","0","1","6.998437032","4","48","0","0.465685076","0"
"312","148","8","19","1","0","0","0.728725137","2","228","0","1","6.350459736","2","49","0","0.465685076","0"
"368","176","8","23","1","0","0","0.728450068","2","228","0","1","5.194890988","1","40","0","0.465685076","0"
"440","204","16","31","1","0","0","0.734241753","2","243","0","1","6.404328986","6","48","0","0.448544294","0"
"32","16","0","11","1","0","0","0.729672656","1","224","0","1","7.114834474","1","50","0","0.496538293","0"
"48","24","0","15","1","0","0","0.729566004","1","224","0","1","6.721977029","2","52","1","0.43231564","0"
"88","44","0","19","1","0","0","0.733812556","1","224","0","1","7.842452492","5","51","1","0.43231564","0"
"128","64","0","19","1","0","0","0.727331234","1","224","0","1","7.842452492","5","51","1","0.43231564","0"
"80","24","16","25","1","0","0","0.7226091","1","224","0","1","6.619327827","1","54","0","0.437907298","0"
"152","60","16","33","1","0","0","0.733898676","2","229","0","1","5.21265821","4","56","0","0.452109322","0"
"184","76","16","11","1","0","0","0.724050208","1","224","0","1","7.821281695","6","51","0","0.437907298","0"
"56","20","8","25","1","0","0","0.730991973","2","240","0","1","6.563616943","1","50","0","0.483323384","0"
"104","44","8","25","1","0","0","0.72835813","1","224","0","1","7.822380166","6","50","0","0.424140898","0"
"40","20","0","19","1","0","0","0.733089602","2","230","0","1","3.270778834","5","48","0","0.453125","0"
"96","40","8","25","1","0","0","0.735669606","2","241","0","1","6.769310611","2","48","0","0.465384281","0"
"128","56","8","11","1","0","0","0.731118573","1","224","0","1","7.80388979","5","51","0","0.466815204","0"
"152","68","8","11","1","0","0","0.731118573","1","224","0","1","7.80388979","5","51","0","0.466815204","0"
"32","16","0","13","1","0","0","0.728807914","2","229","0","1","7.591075495","4","51","0","0.489515882","0"
"72","36","0","15","1","0","0","0.722186566","1","224","0","1","7.852776873","6","50","0","0.460802413","0"
"40","20","0","17","1","1","0","0.728779393","2","229","0","1","6.029063651","3","50","0","0.452109322","0"
"80","40","0","17","1","1","0","0.728779393","2","229","0","1","6.029063651","3","53","0","0.452109322","0"
"112","56","0","13","1","1","0","0.729478316","2","228","0","1","7.207068029","2","55","0","0.404490793","0"
"152","76","0","13","1","1","0","0.722998926","1","224","0","1","7.692907934","5","49","0","0.471506903","0"
"192","96","0","13","1","1","0","0.722182335","1","224","0","1","7.692907934","5","47","0","0.433919304","0"
"232","116","0","17","1","1","0","0.728147052","1","224","0","1","7.821010367","6","53","0","0.458925681","0"
"40","20","0","13","1","0","0","0.723142405","1","224","0","1","7.733682543","5","51","1","0.441896831","0"
"72","36","0","13","1","0","0","0.736927865","2","229","0","1","7.757082251","1","51","0","0.466815204","0"
"160","56","24","31","1","0","0","0.729836784","2","230","0","1","7.746782721","5","50","0","0.4375","0"
"80","24","16","0","1","0","0","0.725486167","1","224","0","1","6.644861462","0","52","0","0.442933157","0"
"120","44","16","0","1","0","0","0.730663119","1","224","0","1","7.919511021","5","48","1","0.418304922","0"
"48","24","0","21","1","0","0","0.727100356","2","228","0","1","6.794800149","6","51","0","0.465685076","0"
"48","24","0","0","1","0","0","0.729763025","1","224","0","1","6.621144696","1","45","0","0.470482033","0"
"88","44","0","13","1","0","0","0.729270546","1","224","0","1","7.934038426","6","40","0","0.47543861","0"
"2240","1084","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"56","20","8","23","1","0","0","0.73081344","2","242","0","1","6.694580869","4","50","0","0.375462715","0"
"112","40","16","25","1","0","0","0.729359182","2","242","0","1","6.694580869","4","49","0","0.375462715","0"
"168","60","24","23","1","0","0","0.731908221","2","242","0","1","6.724034586","4","51","0","0.375462715","0"
"208","80","24","23","1","0","0","0.730803693","1","224","0","1","7.938776354","6","50","1","0.473594371","0"
"248","100","24","13","1","0","0","0.729123806","1","224","0","1","7.938776354","6","50","0","0.405027999","0"
"288","120","24","13","1","0","0","0.73301296","1","224","0","1","7.938776354","6","50","0","0.479573965","0"
"352","152","24","13","1","0","0","0.73301296","1","224","0","1","7.938776354","6","50","0","0.479573965","0"
"56","20","8","23","1","0","0","0.736850986","2","242","0","1","6.688231642","4","51","0","0.40625","0"
"96","40","8","13","1","0","0","0.731832459","1","224","0","1","7.938776354","6","50","0","0.481785718","0"
"88","16","28","33","1","0","0","0.728812387","2","229","0","1","7.572668473","7","46","0","0.466815204","0"
"336","32","136","91","1","0","0","0.732720205","2","229","0","1","7.140702758","6","46","0","0.452109322","0"
"32","16","0","13","1","0","0","0.732847945","2","230","0","1","7.175580713","2","53","0","0.4375","0"
"88","36","8","25","1","0","0","0.736869455","2","240","0","1","6.804450957","7","50","1","0.462230735","0"
